,BlkCnt,IssTotNtv,SplyCur,TxTfrValAdjUSD,CapMrktCurUSD,NVTAdj90,PriceUSD,FeeTotUSD,IssTotUSD,AdrActCnt
2017-12-10,164.0,2050.0,16732961.08620594,8359090348.100383,258942565166.25024,87.84217764936984,15474.9995432496,7022062.351158713,31723749.06366168,1073634.0
2017-12-11,171.0,2137.5,16735098.58620594,9724131938.684347,282379648924.7821,93.0689828483298,16873.497784921103,8318979.832424892,36067101.51526885,1163072.0
2017-12-12,156.0,1950.0,16737048.58620593,9715385518.397913,291792545813.2133,93.53126724667696,17433.9307381648,9435421.484166069,33996164.93942136,1099485.0
2017-12-13,186.0,2325.0,16739373.58620592,8559402578.789805,276453308738.91064,86.53293606097776,16515.15257218,9799024.19554779,38397729.7303185,1251052.0
2017-12-14,185.0,2312.5,16741686.08620591,7349568726.725809,277960419436.3015,85.53404532649208,16602.8928033314,10833217.408058302,38394189.60770386,1290363.0
2017-12-15,169.0,2112.5,16743798.58620511,8375471048.210931,296398758942.5695,89.11934148730856,17702.0021721216,10516460.154024584,37395479.58860688,1179313.0
2017-12-16,171.0,2137.5,16745936.08620509,6989890214.64572,328898790191.6653,97.01598813776369,19640.513883401498,10448941.309547855,41981598.425770715,1132973.0
2017-12-17,185.0,2312.5,16748248.58620507,8729038915.564833,322411617616.1133,93.02863836746245,19250.467650789,10248357.35381016,44516706.44244956,1175732.0
2017-12-18,182.0,2275.0,16750523.58620507,8192798782.087783,317958857882.7148,89.93867805661804,18982.0250242548,11230373.284505667,43184106.93017967,1204183.0
2017-12-19,140.0,1750.0,16752273.58620507,6726711060.979106,295733348356.479,82.34491251728,17653.3260894214,11891434.246788926,30893320.65648745,1046267.0
2017-12-20,136.0,1700.0,16753973.58620506,7181131421.647981,275663636517.5711,75.39893134720306,16453.627260374098,15150248.472529272,27971166.34263597,1027644.0
2017-12-21,132.0,1650.0,16755623.58620505,5830037094.919609,261954631857.07034,70.69810362451847,15633.8336504968,17794554.7761786,25795825.52331972,998866.0
2017-12-22,155.0,1937.5,16757561.08620503,6229757582.288743,239728949025.90445,63.72338453716085,14305.718343658702,21397762.702241782,27717329.290838726,1110734.0
2017-12-23,139.0,1737.5,16759298.586204998,4670163231.152189,249895523156.71146,65.69670662348135,14910.8581049094,15732104.702072514,25907615.95728008,979504.0
2017-12-24,152.0,1900.0,16761198.58618499,4282675791.939412,235098385262.4229,61.37343365276614,14026.3468661601,12107212.67702965,26650059.04570419,1020552.0
2017-12-25,135.0,1687.5,16762886.08618499,4748008502.993027,236037231091.89944,61.074740782961904,14080.9422600818,9767887.371724926,23761590.06388804,878323.0
2017-12-26,142.0,1775.0,16764661.08618497,5049372805.338498,263660263812.78415,67.570711509021,15727.1454792519,11356168.644323759,27915683.22567212,911656.0
2017-12-27,156.0,1950.0,16766611.08618495,6589755157.445445,258021387628.2183,65.22906689573729,15389.000573933401,12262385.91237436,30008551.11917013,1037747.0
2017-12-28,149.0,1862.5,16768473.58618493,5902043874.639208,239612301936.49875,59.865873666454426,14289.452209526598,11072788.144671842,26614104.74024329,999488.0
2017-12-29,165.0,2062.5,16770536.08618492,6303303281.513798,244375993508.84512,60.229376649906825,14571.7460821157,11561463.570770806,30054226.294363637,1096215.0
2017-12-30,147.0,1837.5,16772361.08618491,6555985272.201984,217180538389.026,52.77010701770542,12948.7158828171,9904107.106774984,23793265.43467642,998615.0
2017-12-31,163.0,2037.5,16774398.58618491,5360467848.525685,233524465189.33484,56.202766008269776,13921.4806414378,7569381.673884116,28365016.80692952,1007208.0
2018-01-01,156.0,1950.0,16776348.58618491,4525439405.811562,225887722580.94855,53.95120256290202,13464.6536116306,6425671.603683773,26256074.54267967,972783.0
2018-01-02,171.0,2137.5,16778486.0861849,5946499844.124646,247555189825.18134,58.427155099699,14754.322204851002,9588511.437370753,31537363.712869003,1142721.0
2018-01-03,157.0,1962.5,16780448.58618488,5633951922.355871,251879335164.34848,58.83342535669824,15010.2861595558,11258021.54053613,29457686.588128254,1130917.0
2018-01-04,168.0,2100.0,16782548.58618486,7375467052.299312,252918055361.86136,58.194147612595216,15070.3007986558,11709892.98870524,31647631.67717718,1253986.0
2018-01-05,143.0,1787.5,16784336.08618409,8835935940.634571,285287177348.3089,64.38811437332764,16997.2274079486,11971380.75772897,30382543.99170812,1069525.0
2018-01-06,168.0,2100.0,16786436.08618407,7289107352.712466,287108308287.3724,63.828863668980496,17103.589279661002,11702377.50343571,35917537.4872881,1163503.0
2018-01-07,162.0,2025.0,16788461.08618405,8106144651.5197525,272505179860.49524,59.66208938258745,16231.6949994155,11295305.654327637,32869182.37381639,1130388.0
2018-01-08,166.0,2075.0,16790536.08612404,6874611439.138274,250807207092.34372,54.26951147355618,14937.415089421398,10401946.9254553,30995136.310549404,1157303.0
2018-01-09,164.0,2050.0,16792586.08610402,6602692658.28262,241453646852.43875,51.635309054012424,14378.5862174167,10682889.411245191,29476101.745704234,1145338.0
2018-01-10,166.0,2075.0,16794661.086094,6875872658.228401,246362365863.32315,52.08947563697158,14669.0882656341,10547271.231203884,30438358.15119076,1118949.0
2018-01-11,193.0,2412.5,16797073.58609399,6166008764.161192,221498893134.7169,46.428964985933725,13186.7549427236,9150665.622805119,31813046.299320687,1222969.0
2018-01-12,178.0,2225.0,16799298.58608398,5503783959.207872,231652981446.49854,48.1517688264828,13789.443663939199,8605876.490228612,30681512.15226472,1153290.0
2018-01-13,149.0,1862.5,16801161.08608397,4509609437.989639,239101104762.35956,49.37165492757981,14231.2250645821,7496893.400311278,26505656.68278416,939348.0
2018-01-14,155.0,1937.5,16803098.58608395,4112871008.332416,229884291706.0992,47.23117561242767,13681.0654611338,6730011.616816912,26507064.330946736,971840.0
2018-01-15,150.0,1875.0,16804973.58608393,4698536749.628537,228408095575.09326,46.65127193318792,13591.696196668601,6915779.025076197,25484430.368753623,949563.0
2018-01-16,159.0,1987.5,16806961.08608391,5501733404.666836,192121046221.58783,38.93594155760751,11431.040105201599,7018527.05675073,22719192.20908818,1001819.0
2018-01-17,167.0,2087.5,16809048.58608389,5284221966.872072,187582403000.91147,37.73671733334447,11159.6085905903,7525574.612087171,23295682.93285725,1090483.0
2018-01-18,173.0,2162.5,16811211.08608388,4751419845.344011,189059547788.13376,37.80071137375681,11246.0397302747,7315608.707548937,24319560.916719045,1050790.0
2018-01-19,165.0,2062.5,16813273.58608387,5046311691.550421,192348146652.90378,38.18742410563016,11440.2555616598,5604071.07442892,23595527.095923334,1027992.0
2018-01-20,178.0,2225.0,16815498.58608385,3806615027.0135827,214707089256.08,42.435081523107534,12768.4045856224,5384927.633130744,28409700.20300984,970060.0
2018-01-21,187.0,2337.5,16817836.08608383,3081410864.4485307,192099954357.02216,38.00829878359385,11422.3942589129,3932197.6418251665,26699846.5802089,988506.0
2018-01-22,167.0,2087.5,16819923.58608351,3565809836.133204,180601416229.53217,35.671935126934116,10737.3505774401,3382450.661391576,22414219.330406208,946599.0
2018-01-23,177.0,2212.5,16822136.08608349,3668662816.7550015,182509946645.00702,35.94236591630046,10849.3918793103,3144443.326041833,24004279.53297404,893416.0
2018-01-24,176.0,2200.0,16824336.08608348,3907253655.368709,188868250111.49985,37.063646032736614,11225.896174751599,3116570.3254381097,24696971.58445352,940167.0
2018-01-25,158.0,1975.0,16826311.08608316,3609026610.2700443,187284665737.68317,36.616387438050545,11130.4649473992,2498638.0663603633,21982668.27111342,854029.0
2018-01-26,155.0,1937.5,16828248.58598315,4598210158.823497,185709056259.20752,36.06726743804576,11035.5546098773,2254089.382124902,21381387.05663727,807029.0
2018-01-27,157.0,1962.5,16830211.08598303,2638205117.436846,190534317916.24484,36.96870514524919,11320.970185271799,1900210.1419216364,22217403.988595907,860840.0
2018-01-28,158.0,1975.0,16832186.08598302,3043852591.578422,195521978595.3605,37.87310478765399,11615.95871128,1788411.0136165377,22941518.454778,765711.0
2018-01-29,148.0,1850.0,16834036.08598281,3743787903.0087185,187405821048.5397,36.206985569799,11132.554313851499,1608016.9932895668,20595225.480625276,775230.0
2018-01-30,167.0,2087.5,16836123.58598251,3370715255.8510466,167680159360.35452,32.366956909906705,9959.546715371129,1620199.7607443174,20790553.768337235,845185.0
2018-01-31,117.0,1462.5,16837586.0859825,3466118344.6303983,169219353157.63504,32.657121895190464,10050.095797194599,1672354.690312903,14698265.1033971,685452.0
2018-02-01,160.0,2000.0,16839586.08598229,3821823537.2438912,152227586137.84958,29.316785278729547,9039.86507510228,1929556.8677243406,18079730.15020456,833934.0
2018-02-02,168.0,2100.0,16841686.08598227,4436626371.170882,147972357159.3378,28.364977213668126,8786.0773798948,2399518.482890902,18450762.49777908,853582.0
2018-02-03,158.0,1975.0,16843661.08598225,2467273233.6241403,153818002832.45062,29.466766728098957,9132.100322326129,1300847.7380068211,18035898.136594106,714800.0
2018-02-04,178.0,2225.0,16845886.08598194,2253583476.823354,138987436238.79483,26.66187092073556,8250.52689596727,920352.994886664,18357422.34352717,711645.0
2018-02-05,185.0,2312.5,16848198.58598108,3416963381.84466,115402453262.58669,22.117424415239025,6849.54255932203,1213777.2207968463,15839567.168432193,915758.0
2018-02-06,170.0,2125.0,16850323.58598086,4281133989.6320376,130398654837.18137,24.945890606888376,7738.64395967271,1261633.8328837636,16444618.41430451,999753.0
2018-02-07,141.0,1762.5,16852086.08598064,2783629350.694538,128490337875.27019,24.61981483016945,7624.59538953828,918187.1578967215,13438349.374061218,804119.0
2018-02-08,131.0,1637.5,16853723.58598053,2927889054.8336864,138513689945.96112,26.552741570585717,8218.58085184103,738108.1430681256,13457926.144889688,753618.0
2018-02-09,135.0,1687.5,16855411.08598012,3465309735.4749756,145975503391.69894,27.918056925528397,8660.45346785505,794837.0927847486,14614515.227005394,781921.0
2018-02-10,143.0,1787.5,16857198.585979503,4683614952.213814,143796839806.9395,27.413181390231863,8530.292804792522,707772.1726544193,15247898.388566628,737187.0
2018-02-11,151.0,1887.5,16859086.085979503,3426688026.832187,136503442480.9965,26.03577088874401,8096.72848129749,504471.98296269117,15282575.008449012,814528.0
2018-02-12,166.0,2075.0,16861161.08597948,5267217393.7271805,150193661791.17108,28.59059413233773,8907.67017913501,618127.135236166,18483415.621705145,912131.0
2018-02-13,164.0,2050.0,16863211.08594926,4272924514.2895613,143741453662.46915,27.39308169345429,8523.96693191116,602578.0976333502,17474132.210417878,868109.0
2018-02-14,179.0,2237.5,16865448.58594924,4040783681.664319,159670278815.20184,30.500741146561975,9467.3010327294,600526.9872727777,21183086.060732033,937769.0
2018-02-15,131.0,1637.5,16867086.08594922,3716710017.455032,170471136968.4026,32.60887256170081,10106.733083576899,641779.4503674324,16549775.42435717,779005.0
2018-02-16,157.0,1962.5,16869048.5859492,3066472566.611671,171884074815.12784,32.867554824764746,10189.3164833431,588778.4547270198,19996533.598560836,773561.0
2018-02-17,149.0,1862.5,16870911.08594919,4338716703.20457,187024145183.5038,35.6389483738486,11085.5984143776,530470.3248791917,20646927.04677828,765638.0
2018-02-18,162.0,2025.0,16872936.08594919,4008931966.5523605,176357479895.8642,33.57002518392879,10452.0919772063,468840.5163867525,21165486.253842756,730130.0
2018-02-19,162.0,2025.0,16874961.08594907,4822050290.992935,187976194475.86023,35.6998573584277,11139.3557305669,579680.8621280073,22557195.35439797,857787.0
2018-02-20,141.0,1762.5,16876723.58594906,3927530269.4562554,189794491196.21033,36.009299163051026,11245.932317942701,570586.9497495933,19820955.71037401,703065.0
2018-02-21,169.0,2112.5,16878836.08594893,4738328745.337097,176533469479.53168,33.393090417649915,10458.8650888369,427660.8274514041,22094352.50016795,713740.0
2018-02-22,149.0,1862.5,16880698.58592881,5320434911.180925,166750223696.0134,31.44870589453188,9878.15894272355,365354.1297567895,18398071.03082261,719848.0
2018-02-23,148.0,1850.0,16882548.58592879,3719723660.8471236,171510918790.79294,32.302179993111466,10159.0656125073,793469.7938302602,18794271.383138504,732287.0
2018-02-24,145.0,1812.5,16884361.08591877,2578482941.9783044,163552082148.2341,30.876667550072018,9686.60177995325,892637.8067604323,17556965.72616526,690001.0
2018-02-25,171.0,2137.5,16886498.58591876,1664268637.416932,162164887219.03525,30.813318426691374,9603.22747749854,395091.62376549677,20526898.733153127,526879.0
2018-02-26,141.0,1762.5,16888261.08591856,2722493604.171954,174157924575.1811,33.25391991510255,10312.3657130333,483697.40852009004,18175544.56922119,688379.0
2018-02-27,160.0,2000.0,16890261.08591844,2894670198.6396923,179950653847.5196,34.57847846152215,10654.1072948568,531950.8498135086,21308214.589713603,699046.0
2018-02-28,155.0,1937.5,16892198.58589749,3614543916.207436,174108312562.12912,33.57691882372716,10307.0249663939,542197.0323277843,19969860.87238818,817155.0
2018-03-01,165.0,2062.5,16894261.08589657,3626399251.977078,184546671784.8129,35.644523163884884,10923.6308617767,565758.4298365825,22529988.652414445,821011.0
2018-03-02,156.0,1950.0,16896211.08589546,2699201163.2319326,186095856775.3983,36.00324241354217,11014.0584672706,455809.00433505094,21477414.01117767,752300.0
2018-03-03,180.0,2250.0,16898461.08589524,2206445687.1964083,193076418415.27505,37.45071506345587,11425.680565458799,442879.695062471,25707781.2722823,934083.0
2018-03-04,148.0,1850.0,16900311.08589442,1946591897.8474216,193721221886.4619,37.77907492659756,11462.5831975453,370056.67763346893,21205778.915458806,792569.0
2018-03-05,149.0,1862.5,16902173.585893698,3646299325.6873927,195062277838.5043,38.15303128594643,11540.662320572801,525995.4115825747,21494483.57206684,857168.0
2018-03-06,156.0,1950.0,16904123.58589279,2936338361.8701406,180485923073.3736,35.5546747379921,10677.035230859101,398183.4504886983,20820218.700175244,834323.0
2018-03-07,157.0,1962.5,16906086.08589167,2736002860.5076194,167422408355.8916,33.575492884808696,9903.085049094101,342188.82473904616,19434804.408847168,922143.0
2018-03-08,162.0,2025.0,16908111.0858914,2579826942.5982447,157760715442.6866,32.12261817997539,9330.47545295149,322891.07200926606,18894212.79222677,903578.0
2018-03-09,146.0,1825.0,16909936.085890196,3527050686.867471,156892740604.11438,32.37519666162102,9278.13918439509,329014.7695259796,16932604.01152104,888997.0
2018-03-10,140.0,1750.0,16911686.085889,1856449221.8676403,148595551650.91345,31.127134999136963,8786.56042314436,393753.66672717605,15376480.74050263,803717.0
2018-03-11,153.0,1912.5,16913598.5858879,2030879019.106288,160908118884.2804,34.320869488684615,9513.53539976622,335229.03224939737,18194636.45205289,889324.0
2018-03-12,161.0,2012.5,16915611.0858879,2323705400.0027485,154742152551.37723,33.594199141497086,9147.89018059615,299480.8109992326,18410128.988449752,828676.0
2018-03-13,158.0,1975.0,16917586.0858879,2539828943.593039,154974273658.91025,34.140323648819205,9160.542932787841,565848.8435166321,18092072.292255986,773506.0
2018-03-14,144.0,1800.0,16919386.0858879,2365608602.5575523,139113345204.63852,31.02469727613734,8222.12723904149,302509.2536745775,14799829.030274682,580666.0
2018-03-15,144.0,1800.0,16921186.0858876,2410483150.0166388,139914335208.6044,31.671470143352433,8268.58912244302,298492.975198642,14883460.420397434,602746.0
2018-03-16,156.0,1950.0,16923136.085887197,2012756822.420385,141763494802.3085,32.496854972947204,8376.90449824664,248997.92520240557,16334963.771580948,601517.0
2018-03-17,149.0,1862.5,16924998.585887197,1386758206.1455107,133397116859.14584,31.161762903238586,7881.66192051432,167349.87993348687,14679595.32695792,452543.0
2018-03-18,151.0,1887.5,16926886.0858871,1777834131.2759151,138614553160.81683,32.92884551593658,8189.016719170079,206709.76298618162,15456769.057433525,535510.0
2018-03-19,155.0,1937.5,16928823.5858871,2441971201.2997713,144521631437.14117,34.72483899514423,8537.0156233197,264818.70689141436,16540467.770181917,587514.0
2018-03-20,127.0,1587.5,16930411.0858871,2361679441.1317835,150605270576.65906,36.65824697347014,8895.54717913501,279826.2169020365,14121681.146876827,567891.0
2018-03-21,152.0,1900.0,16932311.0858871,2320343115.813152,150352052268.78595,36.947316442316705,8879.5942565751,278406.15171783493,16871229.08749269,586910.0
2018-03-22,143.0,1787.5,16934098.585886803,2086783365.6510932,147507258760.04514,36.66297588414732,8710.664935125658,235391.0574708413,15570313.571537118,577941.0
2018-03-23,133.0,1662.5,16935761.08588536,2147465987.372915,148556200040.70505,37.18273741460186,8771.74632349503,228005.5105761795,14583028.26281049,619608.0
2018-03-24,156.0,1950.0,16937711.08588536,1500548265.4222746,145850435654.06192,36.790154225929705,8610.9885163647,190199.20633443358,16791427.606911164,543804.0
2018-03-25,135.0,1687.5,16939398.58588536,1787819497.1576188,142978872725.6199,36.367542054133594,8440.61092255991,175127.36782272568,14243530.931819847,454187.0
2018-03-26,150.0,1875.0,16941273.58588535,2288153485.6536994,138430269669.80035,35.48751115705392,8171.184354471071,220760.21750421808,15320970.664633255,582295.0
2018-03-27,152.0,1900.0,16943173.58588535,1710580322.8420317,132788146745.29875,34.52088264665663,7837.26531940386,211379.48067790977,14890804.106867336,598612.0
2018-03-28,135.0,1687.5,16944861.08588535,1997419128.484296,134434473959.64534,35.34755243169168,7933.64272969024,196101.86652519275,13388022.10635228,552755.0
2018-03-29,152.0,1900.0,16946761.08586535,1964555375.8209326,120467251234.39308,32.08173541901385,7108.5708132671,189563.24156505294,13506284.54520749,559619.0
2018-03-30,162.0,2025.0,16948786.08586535,2086970306.5479352,115796633032.06468,31.251160018978904,6832.14906633548,175350.09813218302,13835101.859329348,571020.0
2018-03-31,128.0,1600.0,16950386.08586535,1263159188.2401261,117335340577.46042,32.06033359660662,6922.2812969024,139534.10372401422,11075650.07504384,475498.0
2018-04-01,162.0,2025.0,16952411.08586535,1244385419.663312,115353102998.06735,31.835835291592804,6804.52487931035,122984.82473567092,13779162.88060346,425276.0
2018-04-02,156.0,1950.0,16954361.08586515,1571958897.9677927,119244423031.53574,33.35725840507995,7033.25960958504,149486.96991179537,13714856.238690827,485666.0
2018-04-03,163.0,2037.5,16956398.58586515,2383667097.1094465,125830051366.80846,35.558746487230586,7420.80051548802,190840.64619274164,15119881.050306842,605514.0
2018-04-04,147.0,1837.5,16958236.08586475,1781642515.910204,114986059183.08644,33.07524574840096,6780.54360140269,167027.4794493143,12459248.867577445,565002.0
2018-04-05,156.0,1950.0,16960186.08586455,1653693925.0893562,115302512667.86041,33.945487523168374,6798.42261659848,165793.556844549,13256924.102367034,534893.0
2018-04-06,138.0,1725.0,16961911.08586455,1552356060.7935307,112126583471.0181,33.641796994008345,6610.49234979544,226636.53301282437,11403099.303397136,631476.0
2018-04-07,180.0,2250.0,16964161.08586455,1260278755.9762192,116823177434.98444,35.869555494929145,6886.4694719462295,188241.92536092811,15494556.311879015,502038.0
2018-04-08,161.0,2012.5,16966173.58586455,1142596660.5072448,118932810742.21152,37.24564554996113,7009.99610432496,148174.37006859772,14107617.159953982,414992.0
2018-04-09,147.0,1837.5,16968011.08584445,1762026095.971801,114311672118.16817,36.41177219034466,6736.892823787261,149329.816368853,12379040.56370909,535496.0
2018-04-10,164.0,2050.0,16970061.08584425,1589362307.809801,115680131308.85141,37.55023990431801,6816.7186154295705,158483.4620711549,13974273.161630617,569509.0
2018-04-11,161.0,2012.5,16972073.58584425,2028999337.0899305,117867416604.65047,38.83976980826681,6944.785857101109,155456.96033716243,13976381.537415985,533732.0
2018-04-12,154.0,1925.0,16973998.58584425,2787289108.7857037,134168090914.60818,44.6553243334749,7904.330275277621,289807.8357670084,15215835.779909417,629328.0
2018-04-13,165.0,2062.5,16976061.08584425,2311309524.515403,134434525998.6731,45.11073383749069,7919.06469462303,282166.3455855738,16333070.932659997,638968.0
2018-04-14,137.0,1712.5,16977773.58584425,1313424452.7046306,135931151075.12419,46.09404919615317,8006.417943308009,194451.80741691156,13710990.727914967,502546.0
2018-04-15,163.0,2037.5,16979811.08584425,1324378421.9013784,141650187328.71548,48.65187822201757,8342.27110140269,199450.08911659254,16997377.36910798,590187.0
2018-04-16,141.0,1762.5,16981573.58584425,2088508530.7735035,136650419244.81299,47.55406334847903,8046.982133547629,203954.7495349364,14182806.010377698,721332.0
2018-04-17,162.0,2025.0,16983598.58584425,2258874939.0046754,133962175227.62909,47.17035593539305,7887.73795791935,208996.00566152853,15972669.364786685,614295.0
2018-04-18,160.0,2000.0,16985598.58584425,1732047890.0887833,138650636284.67517,49.4048634772408,8162.834861776741,206067.15215374972,16325669.72355348,588686.0
2018-04-19,178.0,2225.0,16987823.58584425,2586805238.7936378,140539709293.91605,50.57042593321361,8272.967315897142,231547.86050946842,18407352.277871136,657714.0
2018-04-20,137.0,1712.5,16989536.08584415,2440545925.1186104,150179023464.4438,54.335707131673324,8839.5011320865,260584.82498101718,15137645.68869813,661833.0
2018-04-21,159.0,1987.5,16991523.58584415,2067124699.6360707,150605063050.8505,54.712942971451476,8863.54082904734,247880.39420159638,17616287.397731587,602722.0
2018-04-22,160.0,2000.0,16993523.58583415,1556867408.2483854,149559305824.3162,54.77722932424208,8800.959087083578,188379.04696562994,17601918.17416716,502665.0
2018-04-23,153.0,1912.5,16995436.08582415,2424541369.559797,151782579435.7192,55.8744116045084,8930.78463354763,258286.08746275015,17080125.611659843,642298.0
2018-04-24,159.0,1987.5,16997423.58582415,3598677997.713401,164062766307.80725,60.471334619012936,9652.21378872005,644951.2382072492,19183774.905081093,776436.0
2018-04-25,123.0,1537.5,16998961.08582415,3049749139.8744287,150534451808.20682,55.61235774655,8855.508936586792,831452.7422340772,13615344.990002187,701507.0
2018-04-26,141.0,1762.5,17000723.58582405,2619933502.383381,157507070083.466,58.6646545480191,9264.72742694331,625699.7713917748,16329082.089987585,661663.0
2018-04-27,142.0,1775.0,17002498.58582395,2568287454.2038026,152705064058.8726,56.89257422320828,8981.330790181179,491358.8009053221,15941862.152571592,674680.0
2018-04-28,128.0,1600.0,17004098.58582395,1861235771.1931603,158849307909.9069,59.47285874417617,9341.82468468732,371551.86462352535,14946919.495499713,541764.0
2018-04-29,158.0,1975.0,17006073.58582395,2019904143.3199158,159806033177.31943,60.26322144448135,9396.99762974869,333139.43910105096,18559070.318753663,549120.0
2018-04-30,155.0,1937.5,17008011.08582395,2150706457.3814664,156962282341.70627,59.49496689935204,9228.7264836353,338413.27971308294,17880657.56204339,645424.0
2018-05-01,158.0,1975.0,17009986.08581849,1880282773.4188845,154317464332.45206,58.88576352658114,9072.16875745178,287901.5661801633,17917533.295967266,634217.0
2018-05-02,140.0,1750.0,17011736.08581839,2497369373.882065,156578190321.41135,60.085843479502145,9204.127640561079,353943.8520927404,16107223.37098189,673769.0
2018-05-03,151.0,1887.5,17013623.58581839,2661769543.8171053,165894741989.1293,64.14644708636852,9750.700146405608,383856.9886954504,18404446.52634059,660104.0
2018-05-04,138.0,1725.0,17015348.58581839,2989758203.0326276,164991759225.75504,63.654401834145354,9696.64290999416,393863.92269027303,16726709.019739926,710689.0
2018-05-05,161.0,2012.5,17017361.08579839,1790481501.8806746,166700806032.87646,64.44168658311754,9795.92577206312,305938.5028664363,19714300.616277028,606625.0
2018-05-06,137.0,1712.5,17019073.58579839,1908275963.2062001,163299488641.55856,63.53857649502935,9595.08681940386,295921.7096151154,16431586.17822911,535825.0
2018-05-07,150.0,1875.0,17020948.58579819,2431872140.651531,158967333946.10678,62.35145690580092,9339.5108471654,335443.8260853114,17511582.838435125,662775.0
2018-05-08,139.0,1737.5,17022686.08579735,2683475397.4981065,156819276398.11127,61.535787491730794,9212.36963471654,322942.63137170236,16006492.240319988,665870.0
2018-05-09,160.0,2000.0,17024686.08579735,2587343603.071663,158211127488.79486,62.17426384744354,9293.04227352425,276344.2909454524,18586084.547048498,603396.0
2018-05-10,154.0,1925.0,17026611.08579735,2641737678.889042,153878517153.77625,60.68986950067579,9037.53050905903,248442.94984745575,17397246.22993863,633729.0
2018-05-11,127.0,1587.5,17028198.58579735,2942749564.319623,143373321270.3079,56.98131149270139,8419.758587375809,321200.18108418724,13366366.757459097,772234.0
2018-05-12,165.0,2062.5,17030261.08579735,1801042770.688759,144514968309.05743,57.850331546682646,8485.77526680304,238363.4543017478,17501911.48778127,563749.0
2018-05-13,148.0,1850.0,17032111.08579735,1466809453.228312,148108395237.23602,60.30823480305006,8695.83309380479,204189.55545351424,16087291.22353886,488836.0
2018-05-14,132.0,1650.0,17033761.08579735,3209372279.0578094,147701005849.94635,60.43314600130492,8671.07417475161,307760.59152040345,14307272.388340158,641192.0
2018-05-15,146.0,1825.0,17035586.08576995,2233420278.8873506,144605949351.01572,59.65695708909853,8488.463421391,313843.41795816197,15491445.744038574,624136.0
2018-05-16,179.0,2237.5,17037823.58576985,2463420247.56007,141886841023.80402,58.87341624005269,8327.75620134424,274840.3428947834,18633354.500507735,617403.0
2018-05-17,132.0,1650.0,17039473.58576975,3061442093.685305,137176558811.93736,56.92028868531504,8050.5162393337205,471822.8366602211,13283351.794900637,635676.0
2018-05-18,148.0,1850.0,17041323.58574245,2731777023.084954,140302690393.97842,58.65198859673454,8233.086455289309,550633.7638752321,15231209.942285223,701918.0
2018-05-19,154.0,1925.0,17043248.58574245,1153039451.950964,140257123405.43295,59.42117778285528,8229.48293571011,246810.01042778685,15841754.651241958,500408.0
2018-05-20,144.0,1800.0,17045048.58574235,1275701576.8782887,145078058846.0959,62.507090955783596,8511.44883021625,211525.29957341438,15320607.89438925,483041.0
2018-05-21,157.0,1962.5,17047011.08574235,1671114644.0046873,143171421543.0004,62.359217742908726,8398.62312653419,261608.36624905808,16482297.885823347,620329.0
2018-05-22,151.0,1887.5,17048898.58574225,1731899350.0227249,136519507769.1796,60.339859032908784,8007.52653214495,216947.59923735246,15114206.32942359,595706.0
2018-05-23,162.0,2025.0,17050923.58574225,2079840901.0953815,128237740095.40973,57.59603402334734,7520.86767913501,231281.45640441793,15229757.050248398,636565.0
2018-05-24,143.0,1787.5,17052711.08574215,2194969843.9358373,129184935653.37352,58.46632934179759,7575.6244859731205,222128.61563920224,13541428.768676953,559734.0
2018-05-25,176.0,2200.0,17054911.08574205,1918719376.8071005,126639121906.13661,57.504933966050785,7425.37567445938,227729.25205976027,16335826.483810635,624713.0
2018-05-26,162.0,2025.0,17056936.08574205,1045031606.0669582,124964285195.88701,56.92225738716967,7326.30318644068,163246.37917041397,14835763.952542376,459370.0
2018-05-27,164.0,2050.0,17058986.08574135,1107981847.81204,125182133039.21866,57.49127135199588,7338.193044418471,141060.98445742732,15043295.741057862,441802.0
2018-05-28,156.0,1950.0,17060936.08571405,2086750600.7980864,121317311761.56834,55.94696406419703,7110.823881648159,224708.4884438368,13866106.569213912,598556.0
2018-05-29,139.0,1737.5,17062673.58571395,2034221663.2895882,127178919277.39351,59.128919122592116,7453.63372501461,197960.89375003934,12950688.59721288,600021.0
2018-05-30,174.0,2175.0,17064848.58568665,1838700591.8711543,125847610692.34056,59.055333402784576,7374.6690490941,166885.35259893854,16039905.181779668,596173.0
2018-05-31,170.0,2125.0,17066973.58565935,1676844235.0506437,127639489898.68208,60.2171841405404,7478.74186703682,163093.42475090237,15892326.467453243,620191.0
2018-06-01,166.0,2075.0,17069048.58565935,1717452841.80489,128356441555.94875,60.711043530512065,7519.835737288141,148197.4253100716,15603659.15487289,683588.0
2018-06-02,152.0,1900.0,17070948.58565935,1376283583.730791,130378486453.76413,61.85283224566051,7637.44825306838,124708.61224032889,14511151.680829922,524370.0
2018-06-03,163.0,2037.5,17072986.08565935,1231047573.0644386,131498835221.0268,63.18881391405417,7702.1579330800705,121228.47571083448,15693146.788650643,542740.0
2018-06-04,183.0,2287.5,17075273.58563205,1507850167.2139108,127836651623.76181,61.90115245383728,7486.65319959088,152407.94530807773,17125719.194064137,694350.0
2018-06-05,175.0,2187.5,17077461.08560475,1825683065.2859774,129979115426.49301,63.24835110419843,7611.14985271771,141386.79613798702,16649390.302819993,655014.0
2018-06-06,147.0,1837.5,17079298.58557668,1736062977.667793,130669884421.28532,63.875883008905326,7650.77580713033,149644.43505534896,14058300.545601983,653426.0
