,Volume,Type
2018-06-12,4654380032,BTC
2018-06-13,5052349952,BTC
2018-06-14,5138710016,BTC
2018-06-15,3955389952,BTC
2018-06-16,3194170112,BTC
2018-06-17,3104019968,BTC
2018-06-18,4039200000,BTC
2018-06-19,4057029888,BTC
2018-06-20,3888640000,BTC
2018-06-21,3529129984,BTC
2018-06-22,5079810048,BTC
2018-06-23,3431360000,BTC
2018-06-24,4566909952,BTC
2018-06-25,5500810240,BTC
2018-06-26,3279759872,BTC
2018-06-27,3296219904,BTC
2018-06-28,3467800064,BTC
2018-06-29,3966230016,BTC
2018-06-30,4543860224,BTC
2018-07-01,4788259840,BTC
2018-07-02,4396930048,BTC
2018-07-03,4672309760,BTC
2018-07-04,4176689920,BTC
2018-07-05,4999240192,BTC
2018-07-06,4313959936,BTC
2018-07-07,3961080064,BTC
2018-07-08,3386210048,BTC
2018-07-09,3718129920,BTC
2018-07-10,4052430080,BTC
2018-07-11,3644859904,BTC
2018-07-12,3770170112,BTC
2018-07-13,3805400064,BTC
2018-07-14,2923670016,BTC
2018-07-15,3285459968,BTC
2018-07-16,4725799936,BTC
2018-07-17,5961950208,BTC
2018-07-18,6103410176,BTC
2018-07-19,5111629824,BTC
2018-07-20,4936869888,BTC
2018-07-21,3726609920,BTC
2018-07-22,3695460096,BTC
2018-07-23,5132480000,BTC
2018-07-24,7277689856,BTC
2018-07-25,5845400064,BTC
2018-07-26,4899089920,BTC
2018-07-27,5195879936,BTC
2018-07-28,3988750080,BTC
2018-07-29,4107190016,BTC
2018-07-30,5551400000,BTC
2018-07-31,5287530000,BTC
2018-08-01,4797620000,BTC
2018-08-02,4214110000,BTC
2018-08-03,4627150000,BTC
2018-08-04,4268390000,BTC
2018-08-05,3679110000,BTC
2018-08-06,3925900000,BTC
2018-08-07,4682800000,BTC
2018-08-08,5064430000,BTC
2018-08-09,4267040000,BTC
2018-08-10,4528680000,BTC
2018-08-11,4047850000,BTC
2018-08-12,5665250000,BTC
2018-08-13,4083980000,BTC
2018-08-14,5301700000,BTC
2018-08-15,4895450000,BTC
2018-08-16,4328420000,BTC
2018-08-17,4992990000,BTC
2018-08-18,3984520000,BTC
2018-08-19,3311170000,BTC
2018-08-20,3665100000,BTC
2018-08-21,3377180000,BTC
2018-08-22,4668110000,BTC
2018-08-23,3426180000,BTC
2018-08-24,4097820000,BTC
2018-08-25,3312600000,BTC
2018-08-26,3295500000,BTC
2018-08-27,4019000000,BTC
2018-08-28,4659940000,BTC
2018-08-29,4145880000,BTC
2018-08-30,4463250000,BTC
2018-08-31,4495650000,BTC
2018-09-01,4116050000,BTC
2018-09-02,4329540000,BTC
2018-09-03,4087760000,BTC
2018-09-04,4273640000,BTC
2018-09-05,5800460000,BTC
2018-09-06,5523470000,BTC
2018-09-07,4264680000,BTC
2018-09-08,3835060000,BTC
2018-09-09,3671890000,BTC
2018-09-10,3714100000,BTC
2018-09-11,3849910000,BTC
2018-09-12,4064230000,BTC
2018-09-13,4210910000,BTC
2018-09-14,4076220000,BTC
2018-09-15,3216300000,BTC
2018-09-16,3273730000,BTC
2018-09-17,3910780000,BTC
2018-09-18,4180090000,BTC
2018-09-19,4431340000,BTC
2018-09-20,4348110000,BTC
2018-09-21,6531940000,BTC
2018-09-22,4509660000,BTC
2018-09-23,4197500000,BTC
2018-09-24,4177310000,BTC
2018-09-25,4726180000,BTC
2018-09-26,4437300000,BTC
2018-09-27,4606810000,BTC
2018-09-28,5014430000,BTC
2018-09-29,4363690000,BTC
2018-09-30,4002280000,BTC
2018-10-01,4000970000,BTC
2018-10-02,3979260000,BTC
2018-10-03,3887310000,BTC
2018-10-04,3838410000,BTC
2018-10-05,3671500000,BTC
2018-10-06,3259740000,BTC
2018-10-07,3306630000,BTC
2018-10-08,3979460000,BTC
2018-10-09,3580810000,BTC
2018-10-10,3787650000,BTC
2018-10-11,5181640000,BTC
2018-10-12,3783500000,BTC
2018-10-13,3064030000,BTC
2018-10-14,3085320000,BTC
2018-10-15,7370770000,BTC
2018-10-16,4074800000,BTC
2018-10-17,4088420000,BTC
2018-10-18,3924080000,BTC
2018-10-19,3578870000,BTC
2018-10-20,3379130000,BTC
2018-10-21,3253610000,BTC
2018-10-22,3672860000,BTC
2018-10-23,3716150000,BTC
2018-10-24,3424670000,BTC
2018-10-25,3230550000,BTC
2018-10-26,3306050000,BTC
2018-10-27,3393250000,BTC
2018-10-28,3445190000,BTC
2018-10-29,4199910000,BTC
2018-10-30,3781100000,BTC
2018-10-31,4191240000,BTC
2018-11-01,3789400000,BTC
2018-11-02,4234870000,BTC
2018-11-03,3658640000,BTC
2018-11-04,4390020000,BTC
2018-11-05,4174800000,BTC
2018-11-06,4700040000,BTC
2018-11-07,4941260000,BTC
2018-11-08,4665260000,BTC
2018-11-09,4346820000,BTC
2018-11-10,3705320000,BTC
2018-11-11,3939060000,BTC
2018-11-12,4295770000,BTC
2018-11-13,4503800000,BTC
2018-11-14,7398940000,BTC
2018-11-15,7032140000,BTC
2018-11-16,5279320000,BTC
2018-11-17,4303150000,BTC
2018-11-18,4159680000,BTC
2018-11-19,7039560000,BTC
2018-11-20,8428290000,BTC
2018-11-21,6120120000,BTC
2018-11-22,4569370000,BTC
2018-11-23,4871490000,BTC
2018-11-24,4679500000,BTC
2018-11-25,6825640000,BTC
2018-11-26,6476900000,BTC
2018-11-27,5998720000,BTC
2018-11-28,7280280000,BTC
2018-11-29,6503347767,BTC
2018-11-30,6048016717,BTC
2018-12-01,5375314093,BTC
2018-12-02,5262697895,BTC
2018-12-03,5089570994,BTC
2018-12-04,5028069239,BTC
2018-12-05,5302481574,BTC
2018-12-06,5878333109,BTC
2018-12-07,6835615448,BTC
2018-12-08,5305024497,BTC
2018-12-09,4947372847,BTC
2018-12-10,5020968740,BTC
2018-12-11,4696765188,BTC
2018-12-12,4139364829,BTC
2018-12-13,4343372456,BTC
2018-12-14,4372763663,BTC
2018-12-15,3551763561,BTC
2018-12-16,3744248994,BTC
2018-12-17,5409247918,BTC
2018-12-18,5911325473,BTC
2018-12-19,6810689119,BTC
2018-12-20,8927129279,BTC
2018-12-21,7206015706,BTC
2018-12-22,5605823233,BTC
2018-12-23,6151275490,BTC
2018-12-24,7240968501,BTC
2018-12-25,6158207293,BTC
2018-12-26,5326547918,BTC
2018-12-27,5130222366,BTC
2018-12-28,5631554348,BTC
2018-12-29,4991655917,BTC
2018-12-30,4770578575,BTC
2018-12-31,4661840806,BTC
2019-01-01,4324200990,BTC
2019-01-02,5244856836,BTC
2019-01-03,4530215219,BTC
2019-01-04,4847965467,BTC
2019-01-05,5137609824,BTC
2019-01-06,5597027440,BTC
2019-01-07,5228625637,BTC
2019-01-08,5306593305,BTC
2019-01-09,5115905225,BTC
2019-01-10,6874143796,BTC
2019-01-11,5538712865,BTC
2019-01-12,4778170883,BTC
2019-01-13,4681302466,BTC
2019-01-14,5651384490,BTC
2019-01-15,5537192302,BTC
2019-01-16,5394457145,BTC
2019-01-17,5464420383,BTC
2019-01-18,5002961727,BTC
2019-01-19,5955691380,BTC
2019-01-20,5582489560,BTC
2019-01-21,5004347059,BTC
2019-01-22,5313623556,BTC
2019-01-23,5433755649,BTC
2019-01-24,5262869046,BTC
2019-01-25,5265847539,BTC
2019-01-26,5098183235,BTC
2019-01-27,5570752966,BTC
2019-01-28,6908930483,BTC
2019-01-29,5897159493,BTC
2019-01-30,5955112627,BTC
2019-01-31,5831198271,BTC
2019-02-01,5422926707,BTC
2019-02-02,5071623601,BTC
2019-02-03,5043937584,BTC
2019-02-04,5332718886,BTC
2019-02-05,5227549545,BTC
2019-02-06,5482196038,BTC
2019-02-07,5004962683,BTC
2019-02-08,7735623101,BTC
2019-02-09,6158833645,BTC
2019-02-10,6282256903,BTC
2019-02-11,6277056434,BTC
2019-02-12,6480384532,BTC
2019-02-13,6438903823,BTC
2019-02-14,6271044418,BTC
2019-02-15,6091952231,BTC
2019-02-16,5934744052,BTC
2019-02-17,7039512503,BTC
2019-02-18,9908216640,BTC
2019-02-19,9933626655,BTC
2019-02-20,8693373948,BTC
2019-02-21,7775128102,BTC
2019-02-22,7826525254,BTC
2019-02-23,8922258316,BTC
2019-02-24,10794227451,BTC
2019-02-25,9318796067,BTC
2019-02-26,7931218996,BTC
2019-02-27,8301309684,BTC
2019-02-28,8399767798,BTC
2019-03-01,7661247975,BTC
2019-03-02,7578786076,BTC
2019-03-03,7253558152,BTC
2019-03-04,9029175788,BTC
2019-03-05,10174126415,BTC
2019-03-06,9175291529,BTC
2019-03-07,9584165519,BTC
2019-03-08,10638638944,BTC
2019-03-09,10796103518,BTC
2019-03-10,9713267607,BTC
2019-03-11,10125901903,BTC
2019-03-12,9809887079,BTC
2019-03-13,9469184841,BTC
2019-03-14,10480789570,BTC
2019-03-15,9394210605,BTC
2019-03-16,9856166973,BTC
2019-03-17,8221625400,BTC
2019-03-18,9646954186,BTC
2019-03-19,9344919956,BTC
2019-03-20,10175916388,BTC
2019-03-21,10831212662,BTC
2019-03-22,9252935969,BTC
2019-03-23,9578850549,BTC
2019-03-24,9144851065,BTC
2019-03-25,10359818883,BTC
2019-03-26,10707678815,BTC
2019-03-27,10897131934,BTC
2019-03-28,9353915899,BTC
2019-03-29,10918665557,BTC
2019-03-30,9732688060,BTC
2019-03-31,9045122443,BTC
2019-04-01,10157794171,BTC
2019-04-02,21315047816,BTC
2019-04-03,22899891582,BTC
2019-04-04,18251810240,BTC
2019-04-05,16837325387,BTC
2019-04-06,16929795194,BTC
2019-04-07,16655416140,BTC
2019-04-08,17154113634,BTC
2019-04-09,14722104361,BTC
2019-04-10,15504590933,BTC
2019-04-11,16555616019,BTC
2019-04-12,13675206312,BTC
2019-04-13,10823289598,BTC
2019-04-14,10391952498,BTC
2019-04-15,12290155061,BTC
2019-04-16,11618660197,BTC
2019-04-17,12438480677,BTC
2019-04-18,13256489918,BTC
2019-04-19,13780238655,BTC
2019-04-20,13169647522,BTC
2019-04-21,13731844223,BTC
2019-04-22,14601631648,BTC
2019-04-23,15867308108,BTC
2019-04-24,17048033399,BTC
2019-04-25,15330283408,BTC
2019-04-26,16812108040,BTC
2019-04-27,13111274675,BTC
2019-04-28,12819992056,BTC
2019-04-29,13735490672,BTC
2019-04-30,13878964574,BTC
2019-05-01,13679528236,BTC
2019-05-02,14644460907,BTC
2019-05-03,18720780006,BTC
2019-05-04,17567780766,BTC
2019-05-05,14808830723,BTC
2019-05-06,15737171804,BTC
2019-05-07,18026409033,BTC
2019-05-08,15320605300,BTC
2019-05-09,16784645411,BTC
2019-05-10,19419875368,BTC
2019-05-11,28867562329,BTC
2019-05-12,27773333680,BTC
2019-05-13,28677672181,BTC
2019-05-14,32031452227,BTC
2019-05-15,28344112920,BTC
2019-05-16,33167197581,BTC
2019-05-17,30066644905,BTC
2019-05-18,21354286562,BTC
2019-05-19,25902422040,BTC
2019-05-20,23843404340,BTC
2019-05-21,25127245056,BTC
2019-05-22,24719473175,BTC
2019-05-23,24457107820,BTC
2019-05-24,25919126991,BTC
2019-05-25,22256813107,BTC
2019-05-26,26677970091,BTC
2019-05-27,27949839564,BTC
2019-05-28,24226919267,BTC
2019-05-29,23473479966,BTC
2019-05-30,29246528551,BTC
2019-05-31,25365190957,BTC
2019-06-01,22488303544,BTC
2019-06-02,20266216022,BTC
2019-06-03,22004511436,BTC
2019-06-04,24609731549,BTC
2019-06-05,21760923463,BTC
2019-06-06,19474611077,BTC
2019-06-07,19141423231,BTC
2019-06-08,16522722810,BTC
2019-06-09,16610726547,BTC
2019-06-10,18689275117,BTC
2019-06-11,17107279932,BTC
2019-06-12,19034432883,BTC
2019-06-13,18669407147,BTC
2019-06-14,19831162906,BTC
2019-06-15,18371033226,BTC
2019-06-16,23348550311,BTC
2019-06-17,15562951919,BTC
2019-06-18,15848210536,BTC
2019-06-19,15546809946,BTC
2019-06-20,17846823784,BTC
2019-06-21,20624008643,BTC
2019-06-22,29995204861,BTC
2019-06-23,20998326502,BTC
2019-06-24,19271652365,BTC
2019-06-25,24879684533,BTC
2019-06-26,45105733173,BTC
2019-06-27,39977475223,BTC
2019-06-28,35087757766,BTC
2019-06-29,29923961128,BTC
2019-06-30,27256473494,BTC
2019-07-01,29378589324,BTC
2019-07-02,31015895223,BTC
2019-07-03,30796494294,BTC
2019-07-04,25920294033,BTC
2019-07-05,23838480210,BTC
2019-07-06,21092024306,BTC
2019-07-07,19369044277,BTC
2019-07-08,23482551458,BTC
2019-07-09,28167921523,BTC
2019-07-10,33627574244,BTC
2019-07-11,28595327690,BTC
2019-07-12,23534692797,BTC
2019-07-13,21042616384,BTC
2019-07-14,22486000001,BTC
2019-07-15,25384047207,BTC
2019-07-16,24151199070,BTC
2019-07-17,24569921549,BTC
2019-07-18,25187024648,BTC
2019-07-19,20727426310,BTC
2019-07-20,20206615155,BTC
2019-07-21,17130580467,BTC
2019-07-22,16334414913,BTC
2019-07-23,17851916995,BTC
2019-07-24,17398734322,BTC
2019-07-25,15821952090,BTC
2019-07-26,14495714483,BTC
2019-07-27,16817809536,BTC
2019-07-28,13738687093,BTC
2019-07-29,13791445323,BTC
2019-07-30,13829811132,BTC
2019-07-31,16631520648,BTC
2019-08-01,17165337858,BTC
2019-08-02,17489094082,BTC
2019-08-03,15352685061,BTC
2019-08-04,16530894787,BTC
2019-08-05,23875988832,BTC
2019-08-06,23635107660,BTC
2019-08-07,22194988641,BTC
2019-08-08,19481591730,BTC
2019-08-09,18339989960,BTC
2019-08-10,18125355447,BTC
2019-08-11,15774371518,BTC
2019-08-12,13647198229,BTC
2019-08-13,16681503537,BTC
2019-08-14,19990838300,BTC
2019-08-15,22899115082,BTC
2019-08-16,20228207096,BTC
2019-08-17,13778035685,BTC
2019-08-18,12999813869,BTC
2019-08-19,16038264603,BTC
2019-08-20,15053082175,BTC
2019-08-21,19473084768,BTC
2019-08-22,17097508856,BTC
2019-08-23,15627023886,BTC
2019-08-24,15451030650,BTC
2019-08-25,14153856610,BTC
2019-08-26,18438654080,BTC
2019-08-27,14762609503,BTC
2019-08-28,17603790323,BTC
2019-08-29,17045878501,BTC
2019-08-30,13595263986,BTC
2019-08-31,11454806419,BTC
2019-09-01,11445355859,BTC
2019-09-02,17248102294,BTC
2019-09-03,19384917989,BTC
2019-09-04,16742664769,BTC
2019-09-05,14551239508,BTC
2019-09-06,19536574783,BTC
2019-09-07,15307366476,BTC
2019-09-08,13670567493,BTC
2019-09-09,17595943368,BTC
2019-09-10,14906809639,BTC
2019-09-11,15428063426,BTC
2019-09-12,15323563925,BTC
2019-09-13,14109864675,BTC
2019-09-14,13468713124,BTC
2019-09-15,12043433567,BTC
2019-09-16,15160167779,BTC
2019-09-17,15304603363,BTC
2019-09-18,16169268880,BTC
2019-09-19,19937691247,BTC
2019-09-20,14734189639,BTC
2019-09-21,13425266806,BTC
2019-09-22,13199651698,BTC
2019-09-23,15144925408,BTC
2019-09-24,25002886689,BTC
2019-09-25,21744728353,BTC
2019-09-26,19258205289,BTC
2019-09-27,16408941156,BTC
2019-09-28,14141152736,BTC
2019-09-29,13034629109,BTC
2019-09-30,17115474183,BTC
2019-10-01,15305343413,BTC
2019-10-02,13125712443,BTC
2019-10-03,13668823409,BTC
2019-10-04,13139456229,BTC
2019-10-05,12200497197,BTC
2019-10-06,13160830305,BTC
2019-10-07,18009742607,BTC
2019-10-08,15592264032,BTC
2019-10-09,19384942333,BTC
2019-10-10,17618660671,BTC
2019-10-11,19604381101,BTC
2019-10-12,14532641605,BTC
2019-10-13,13808286059,BTC
2019-10-14,15151387859,BTC
2019-10-15,15220412632,BTC
2019-10-16,16071646996,BTC
2019-10-17,14313052244,BTC
2019-10-18,15651592610,BTC
2019-10-19,13797825640,BTC
2019-10-20,15504249442,BTC
2019-10-21,15868748866,BTC
2019-10-22,16803377857,BTC
2019-10-23,21942878958,BTC
2019-10-24,16268708849,BTC
2019-10-25,28705065488,BTC
2019-10-26,44496255609,BTC
2019-10-27,32593129501,BTC
2019-10-28,30948255332,BTC
2019-10-29,28426779937,BTC
2019-10-30,27706531577,BTC
2019-10-31,26583653947,BTC
2019-11-01,24324691031,BTC
2019-11-02,21242676385,BTC
2019-11-03,21132220847,BTC
2019-11-04,26170255634,BTC
2019-11-05,26198609048,BTC
2019-11-06,23133895765,BTC
2019-11-07,22700383839,BTC
2019-11-08,24333037836,BTC
2019-11-09,17578630606,BTC
2019-11-10,20587919881,BTC
2019-11-11,20265510765,BTC
2019-11-12,20309769107,BTC
2019-11-13,17545755405,BTC
2019-11-14,19084739975,BTC
2019-11-15,21796856471,BTC
2019-11-16,16495389808,BTC
2019-11-17,18668638897,BTC
2019-11-18,21579470673,BTC
2019-11-19,21083613816,BTC
2019-11-20,20764300437,BTC
2019-11-21,22514243371,BTC
2019-11-22,34242315785,BTC
2019-11-23,21008924418,BTC
2019-11-24,30433517289,BTC
2019-11-25,42685231262,BTC
2019-11-26,21129505542,BTC
2019-11-27,23991412764,BTC
2019-11-28,19050116751,BTC
2019-11-29,19709695456,BTC
2019-11-30,17158194786,BTC
2019-12-01,18720708479,BTC
2019-12-02,17082040706,BTC
2019-12-03,14797485769,BTC
2019-12-04,21664240918,BTC
2019-12-05,18816085231,BTC
2019-12-06,18104466307,BTC
2019-12-07,15453520564,BTC
2019-12-08,15409908086,BTC
2019-12-09,17872021272,BTC
2019-12-10,18249031195,BTC
2019-12-11,16350490689,BTC
2019-12-12,18927080224,BTC
2019-12-13,17125736940,BTC
2019-12-14,17137029730,BTC
2019-12-15,16881129804,BTC
2019-12-16,20213265950,BTC
2019-12-17,22363804217,BTC
2019-12-18,31836522778,BTC
2019-12-19,25904604416,BTC
2019-12-20,22633815180,BTC
2019-12-21,19312552168,BTC
2019-12-22,23134537956,BTC
2019-12-23,27831788041,BTC
2019-12-24,22991622105,BTC
2019-12-25,21559505149,BTC
2019-12-26,22787010034,BTC
2019-12-27,22777360996,BTC
2019-12-28,21365673026,BTC
2019-12-29,22445257702,BTC
2019-12-30,22874131672,BTC
2019-12-31,21167946112,BTC
2020-01-01,18565664997,BTC
2020-01-02,20802083465,BTC
2020-01-03,28111481032,BTC
2020-01-04,18444271275,BTC
2020-01-05,19725074095,BTC
2020-01-06,23276261598,BTC
2020-01-07,28767291327,BTC
2020-01-08,31672559265,BTC
2020-01-09,24045990466,BTC
2020-01-10,28714583844,BTC
2020-01-11,25521165085,BTC
2020-01-12,22903438381,BTC
2020-01-13,22482910688,BTC
2020-01-14,44841784107,BTC
2020-01-15,40102834650,BTC
2020-01-16,31313981931,BTC
2020-01-17,36372139320,BTC
2020-01-18,32337772627,BTC
2020-01-19,34217320471,BTC
2020-01-20,26422375678,BTC
2020-01-21,24097418512,BTC
2020-01-22,22600204051,BTC
2020-01-23,25770680779,BTC
2020-01-24,24397913026,BTC
2020-01-25,19647331549,BTC
2020-01-26,22177678796,BTC
2020-01-27,28647338393,BTC
2020-01-28,34398744403,BTC
2020-01-29,30682598115,BTC
2020-01-30,32378792851,BTC
2020-01-31,29432489719,BTC
2020-02-01,25922656496,BTC
2020-02-02,30835736946,BTC
2020-02-03,30934096509,BTC
2020-02-04,29893183716,BTC
2020-02-05,35222060874,BTC
2020-02-06,37628823716,BTC
2020-02-07,34522718159,BTC
2020-02-08,35172043762,BTC
2020-02-09,35807884663,BTC
2020-02-10,39386548075,BTC
2020-02-11,37648059389,BTC
2020-02-12,43444303830,BTC
2020-02-13,49356071373,BTC
2020-02-14,43338264162,BTC
2020-02-15,43865054831,BTC
2020-02-16,43374780305,BTC
2020-02-17,45998298413,BTC
2020-02-18,47271023953,BTC
2020-02-19,46992019710,BTC
2020-02-20,44925260237,BTC
2020-02-21,40930547513,BTC
2020-02-22,35838025154,BTC
2020-02-23,41185185761,BTC
2020-02-24,45080496648,BTC
2020-02-25,42515259129,BTC
2020-02-26,50420050762,BTC
2020-02-27,45470195695,BTC
2020-02-28,44605450443,BTC
2020-02-29,35792392544,BTC
2020-03-01,35349164300,BTC
2020-03-02,42857674409,BTC
2020-03-03,42386715821,BTC
2020-03-04,34746706368,BTC
2020-03-05,39698054597,BTC
2020-03-06,40826885651,BTC
2020-03-07,36216930370,BTC
2020-03-08,39973102121,BTC
2020-03-09,46936995808,BTC
2020-03-10,42213940994,BTC
2020-03-11,38682762605,BTC
2020-03-12,53980357243,BTC
2020-03-13,74156772075,BTC
2020-03-14,36154506008,BTC
2020-03-15,33997889639,BTC
2020-03-16,45368026430,BTC
2020-03-17,38622642935,BTC
2020-03-18,37878801016,BTC
2020-03-19,51000731797,BTC
2020-03-20,54442976103,BTC
2020-03-21,42494390880,BTC
2020-03-22,40099664740,BTC
2020-03-23,46491916000,BTC
2020-03-24,48221910672,BTC
2020-03-25,44590107888,BTC
2020-03-26,35319797642,BTC
2020-03-27,34585598367,BTC
2020-03-28,34885225901,BTC
2020-03-29,28373690931,BTC
2020-03-30,37101651525,BTC
2020-03-31,32786468812,BTC
2020-04-01,40346426266,BTC
2020-04-02,47660646124,BTC
2020-04-03,38976504903,BTC
2020-04-04,33185988584,BTC
2020-04-05,29510409856,BTC
2020-04-06,46896904615,BTC
2020-04-07,44243482668,BTC
2020-04-08,37563249549,BTC
2020-04-09,34815139178,BTC
2020-04-10,43622840992,BTC
2020-04-11,31222085946,BTC
2020-04-12,35759567632,BTC
2020-04-13,38619308647,BTC
2020-04-14,34110434052,BTC
2020-04-15,32288311031,BTC
2020-04-16,46783242377,BTC
2020-04-17,32513423567,BTC
2020-04-18,32447188386,BTC
2020-04-19,31311210215,BTC
2020-04-20,37747113936,BTC
2020-04-21,32589741511,BTC
2020-04-22,33249153866,BTC
2020-04-23,43500782316,BTC
2020-04-24,34636526286,BTC
2020-04-25,32941541447,BTC
2020-04-26,33070154491,BTC
2020-04-27,36162144725,BTC
2020-04-28,33187959921,BTC
2020-04-29,60201052203,BTC
2020-04-30,66964629541,BTC
2020-05-01,44068389997,BTC
2020-05-02,40134388683,BTC
2020-05-03,47101785174,BTC
2020-05-04,45718796276,BTC
2020-05-05,43148462663,BTC
2020-05-06,49371886931,BTC
2020-05-07,61112700562,BTC
2020-05-08,51780748042,BTC
2020-05-09,46566121841,BTC
2020-05-10,63325279337,BTC
2020-05-11,57119858802,BTC
2020-05-12,42142717533,BTC
2020-05-13,45558144023,BTC
2020-05-14,56426907637,BTC
2020-05-15,48158802327,BTC
2020-05-16,36164766408,BTC
2020-05-17,40084250663,BTC
2020-05-18,41827139896,BTC
2020-05-19,39254288955,BTC
2020-05-20,36546239703,BTC
2020-05-21,39326160532,BTC
2020-05-22,29810773699,BTC
2020-05-23,27727866812,BTC
2020-05-24,32518803300,BTC
2020-05-25,31288157264,BTC
2020-05-26,29584186947,BTC
2020-05-27,32740536902,BTC
2020-05-28,34367073114,BTC
2020-05-29,32896642044,BTC
2020-05-30,32722975141,BTC
2020-05-31,27773290299,BTC
2020-06-01,35198901068,BTC
2020-06-02,39137252109,BTC
2020-06-03,25007459262,BTC
2020-06-04,25921805072,BTC
2020-06-05,23509628646,BTC
2020-06-06,20438419222,BTC
2020-06-07,25015250846,BTC
2020-06-08,21486346312,BTC
2020-06-09,23717842783,BTC
2020-06-10,25706567601,BTC
2020-06-11,30247143440,BTC
2020-06-12,22610564515,BTC
2020-06-13,17564322315,BTC
2020-06-14,18991732746,BTC
2020-06-15,26699704768,BTC
2020-06-16,21565537209,BTC
2020-06-17,20177709879,BTC
2020-06-18,17770083003,BTC
2020-06-19,19632223107,BTC
2020-06-20,17130541557,BTC
2020-06-21,15324301169,BTC
2020-06-22,21104009514,BTC
2020-06-23,17006433272,BTC
2020-06-24,18961716076,BTC
