,AdrActCnt,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMVRVCur,CapMrktCurUSD,CapRealUSD,DiffMean,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,HashRate,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,SplyExpFut10yrCMBI,SplyFF,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d,Volume,Annualized_DilutionRate,Total daily transaction volume,Velocity,The daily revenue of bitcoin miners,The accumulated revenue of bitcoin miners,P/E Ratio,Metcalfe,PM,<1year,1-2year,2-3year,3-5year,>5year,One-year staking ratio,Two-year staking ratio,Three-year staking ratio,Five-year staking ratio,Token Utility,PU Ratio,volatility30,volatility60,volatility90,volatility180,Token Utility_volatility,PU Ratio_volatility
2018-01-26,807029,155,161935440,1044744.77419355,2.05791562,185709056259.20752,90241336635.5299,2603077300218.58,0.0009333154038135539,10.299653107024163,0.0005001000000000001,5.518880860399638,204.25700943996003,2254089.382124902,20056949.5413983,1937.5,4.2023832509167995,21381387.05663727,1937.5,21381387.05663727,40.38724848,36.06726743804576,1,11035.5546098773,1103.8776315752186,-28.28933525046564,16828248.58598315,20287106.25,14025962.38904245,218851,580978,416672.32154403,4598210158.823497,1.76115474479956,19435.31936268006,0.017726,195.616241014685,1023192.16132416,11291492972.691156,0.054865674872625,0.06791111468110844,0.07019498068116645,9746199552.0,4.457237460972405,14344409710.823498,8.364030983793915,23635476.43876217,6372232936.446355,21.526620640585627,651295806841,1.694399763358433,57.924192925060034,7.666086915931746,4.877065593909402,12.697741372285709,16.834913192813104,42.07580707493996,34.40972015900822,29.532654565098813,16.834913192813104,78.95548691860728,139.76931864473846,0.06791111468110828,0.07019498068116643,0.0637659833281847,0.05486567487262501,70.96274313334507,155.51195067446233
2018-01-27,860840,157,162030325,1032040.2866241998,2.10883443,190534317916.2448,90350534668.50023,2603077300218.58,0.0008724171688453441,9.876608757617378,0.00045277,5.1257956707855135,167.848701199986,1900210.1419216364,20315748.8903196,1962.5,4.25611120585753,22217403.988595907,1962.5,22217403.988595907,72.22119185,36.96870514524919,1,11320.970185271799,1129.9326728856086,-20.77393857180717,16830211.08598303,20287596.875,14028750.00400445,192395,595499,233037.01663918,2638205117.436846,1.04877404466924,11873.13969078738,0.009076,102.74912540152685,624543.89482649,7070442812.724219,0.05482752754834536,0.06715411304184665,0.07022038830319431,7583269888.0,4.463946784912144,10221475005.436846,8.182371638568176,24117614.130517542,6396350550.576873,21.644422498947996,741045505600,1.5277024284906209,57.942249145536664,7.654284962220769,4.878610584068155,12.689092158232107,16.83576314994233,42.057750854463364,34.40346589224259,29.524855308174438,16.83576314994233,77.09145389830189,146.85116978344038,0.06715411304184647,0.07022038830319431,0.06345541791988506,0.05482752754834537,69.33561612957214,163.27784791175054
2018-01-28,765711,158,162023689,1025466.38607595,2.15410037,195521978595.3605,90767348335.61969,2603077300218.58,0.0007204632260947691,8.368871087312423,0.00043013,4.996372320482865,153.96155049000402,1788411.0136165377,20445148.5647802,1975.0,4.2827176239473,22941518.454778,1975.0,22941518.454778,64.23503528,37.87310478765399,1,11615.95871128,1158.8073320916435,-20.284373294586967,16832186.08598302,20288090.625,14030818.749384303,213698,573734,262040.58289417,3043852591.578422,1.67716032175221,19481.82504967075,0.01347562,156.532245528899,962243.90004018,11177385413.04777,0.0546825147085462,0.0672498989700466,0.07025490267884657,8350360064.0,4.457098320449795,11394212655.578423,8.01543474751536,24729929.46839454,6421080480.045267,21.661066780256174,586313335521,1.9811861691595365,57.959025590243975,7.656721571102443,4.866410837110358,12.692642402490051,16.825199599053175,42.04097440975603,34.38425283865358,29.517842001543226,16.825199599053175,75.60449935718628,153.64110350630727,0.06724989897004643,0.0702549026788466,0.06346415946004402,0.0546825147085462,68.17858258046817,170.37547968337705
2018-01-29,775230,148,149827792,1012349.94594595,2.06552658,187405821048.5397,90730287716.60413,2603077300218.59,0.000627976553455674,6.9909830891705615,0.00042774,4.761838782206841,144.44277099001602,1608016.9932895668,19151151.820173897,1850.0,4.01121867953141,20595225.480625276,1850.0,20595225.480625276,50.05780934,36.206985569799,1,11132.554313851499,1115.832783526,-14.025804453518354,16834036.08598281,20288553.125,14032035.92933827,230013,596661,336291.90547497,3743787903.0087185,1.36468605207719,15192.441596104894,0.01645914,183.23227000928577,814254.94451843,9064737395.17356,0.05478846541927981,0.06431813672922958,0.07045973184821648,7107359744.0,4.457511929010801,10851147647.008718,8.398153251536655,22203242.473914843,6443283722.519182,23.12457769245396,600981552900,1.852395345602878,57.98799309291061,7.637611854505977,4.856773832052641,12.689179163101915,16.828442057428905,42.01200690708944,34.374395052583466,29.51762122053082,16.828442057428905,79.1525133368855,140.64688339673563,0.06431813672922941,0.07045973184821648,0.0635163657154074,0.054788465419279835,71.24007661838831,156.2681406630884
2018-01-30,845185,167,166361461,996176.413173653,1.85916763,167680159360.35452,90190984574.49678,2603077300218.58,0.000679087229893886,6.7634009899401315,0.00042808,4.263482757916073,162.67806227001998,1620199.7607443174,21609745.6349259,2087.5,4.5256112317587,20790553.768337235,2087.5,20790553.768337235,49.74616562,32.366956909906705,1,9959.546715371129,982.1909386479725,-28.45914186939159,16836123.58598251,20289075.0,14033066.05012105,239554,612982,338440.62909498,3370715255.8510466,1.3576321861076,13521.40117983007,0.02091806,208.3343957649362,832204.09270461,8288375538.01461,0.05546164028927564,0.06542711783328282,0.07122246851881013,8637859840.0,4.460572507469952,12008575095.851048,9.427085054754393,22410753.529081553,6465694476.048264,20.498984841430758,714337684225,1.3942350985131704,57.93654000718404,7.71335341271111,4.848211028266924,12.674418179730008,16.827477372107914,42.06345999281596,34.35010658010485,29.501895551837922,16.827477372107914,88.89796419304272,112.03346224829046,0.06542711783328266,0.07122246851881013,0.06456763858797775,0.05546164028927565,79.04017813816743,126.00612688348431
2018-01-31,685452,117,123066151,1051847.44444444,1.87794381,169219353157.63504,90108848141.54468,2603077300218.59,0.000798626730754464,8.0262751502827,0.00037301,3.7487862333115576,166.40186562,1672354.690312903,15139761.911894199,1462.5,3.17036240987302,14698265.1033971,1462.5,14698265.1033971,48.82099696,32.657121895190464,1,10050.095797194599,937.6979945944644,-25.35941816941021,16837586.0859825,20289440.625,14032423.56421479,208360,552597,344884.11001992,3466118344.6303983,1.38689496838294,13938.427292895723,0.02463526,247.58672298879623,766393.99884351,7702333106.7723255,0.05544563379249776,0.06538908691606657,0.0712154234944883,8041160192.0,4.424958816515085,11507278536.630398,9.364230469825387,16370619.793710003,6482065095.841973,28.319921421877606,469844444304,2.139026207297656,57.97477790039051,7.711199356463084,4.845839948551422,12.636294805437853,16.831887989157135,42.02522209960949,34.31402274314641,29.468182794594988,16.831887989157135,88.93503456293712,113.00491248004627,0.06538908691606643,0.07121542349448828,0.06441644479703512,0.05544563379249776,79.09596529719869,127.06205379037885
2018-02-01,833934,160,168502440,1053140.25,1.69691999,152227586137.84958,89708169455.777,2603077300218.58,0.000845352208611553,7.641869906788154,0.00038992,3.524824190083881,213.449741970016,1929556.8677243406,20703947.9137015,2000.0,4.3350234160902,18079730.15020456,2000.0,18079730.15020456,39.83113942,29.316785278729547,1,9039.86507510228,815.3991638193652,-38.730732936480756,16839586.08598229,20289940.625,14033880.15942794,252498,660268,422774.40044653,3821823537.2438912,1.53111870951868,13841.106548013586,0.024480000000000002,221.2958970385038,1010948.68809648,9138839738.24384,0.05538497714884391,0.06478199020443165,0.07238770408243628,9959400448.0,4.414498845385191,13781223985.24389,10.464670389336161,20009287.017928902,6502074382.859902,20.84341533289144,695445916356,1.2998660086278737,58.01301579359696,7.709045300215056,4.843468868835887,12.598171431145733,16.836298606206356,41.98698420640304,34.27793890618798,29.43447003735209,16.836298606206356,99.53110551191737,90.8245219281714,0.06478199020443144,0.07238770408243628,0.06541835062795741,0.05538497714884391,88.61671599088774,102.01083366745196
2018-02-02,853582,168,171781052,1022506.26190476,1.66151934,147972357159.3378,89058462171.63564,2603077300218.58,0.0011487582519906301,10.093078892782366,0.00044865,3.9418736164898016,273.104638069968,2399518.482890902,21739145.3093865,2100.0,4.551207023375031,18450762.49777908,2100.0,18450762.49777908,33.35244954,28.364977213668126,1,8786.0773798948,771.8903754384771,-41.466289939439726,16841686.08598227,20290465.625,14035584.30755414,237739,632968,504960.99446190003,4436626371.170882,1.8216491252360298,16005.150173341433,0.03021264,265.45059289090483,1153045.6035023998,10130747894.919582,0.055440481031716816,0.06450294047185272,0.07231667357300152,12726899712.0,4.423881588792512,17163526083.170883,10.858885459259008,20850280.980669983,6522924663.840572,19.443561389921097,728602230724,1.205881207797596,58.05985365654983,7.693736311509736,4.8276055291899596,12.576983463717529,16.841821039032943,41.94014634345017,34.24641003194043,29.418804502750472,16.841821039032943,102.94652696895365,85.34603000783584,0.06450294047185252,0.07231667357300153,0.065431122759821,0.05544048103171684,91.56584647389177,95.9536521338224
2018-02-03,714800,158,157350763,995890.905063291,1.72878243,153818002832.45062,88974760793.45921,2603077300218.58,0.000746452736581199,6.816681276334387,0.00040789,3.7248924004736046,142.447815080011,1300847.7380068211,20445148.5647802,1975.0,4.27979995750408,18035898.136594106,1975.0,18035898.136594106,62.34331923,29.466766728098957,1,9132.100322326129,799.4466638979274,-39.403330800532714,16843661.08598225,20290959.375,14035238.62110435,190833,498555,270175.87921063,2467273233.6241403,1.36047604674068,12424.003744957548,0.016391155,149.68567185879758,678272.1354828,6194049187.06731,0.05540015676316335,0.06521347186276757,0.07248924625940836,7263790080.0,4.414333753636595,9731063313.62414,10.483643645006033,19336745.87460093,6542261409.715174,21.793697273328196,510939040000,1.7873170001505716,58.02230785242796,7.739868539846684,4.830839701231815,12.56312722016979,16.843856686323754,41.97769214757204,34.23782360772536,29.406983906493544,16.843856686323754,99.69322440841032,91.60201584929102,0.06521347186276737,0.07248924625940836,0.06553876189058302,0.05540015676316336,88.73673675731908,102.9122847654515
2018-02-04,711645,178,175907510,988244.438202247,1.56184746,138987436238.7948,88989123065.98268,2603077300218.58,0.0006462180988987441,5.331639805624926,0.00035597,2.9369400591574686,111.550814449986,920352.994886664,23033142.053992897,2225.0,4.82090995899467,18357422.34352717,2225.0,18357422.34352717,61.67396845,26.66187092073556,1,8250.52689596727,698.088493311491,-51.45957221170681,16845886.08598194,20291515.625,14070914.79534587,172621,454924,273144.188879,2253583476.823354,1.33176331556271,10987.749054112686,0.0146124,120.55999921463214,605851.09456905,4998590750.693156,0.055970338823322134,0.06161902422470378,0.06960383332228529,7073549824.0,4.445348434099201,9327133300.823353,11.628868167149296,19277775.338413835,6561539185.053588,19.75266802626689,506438606025,1.6291267683411932,58.0365765831153,7.7351059035397185,4.815805985433485,12.564500555171831,16.84801097273969,41.96342341688472,34.228317513345004,29.41251152791152,16.84801097273969,109.77477378690632,75.15867818578346,0.06161902422470354,0.06960383332228527,0.06618845802525232,0.055970338823322155,96.7149072111958,85.30770626652871
2018-02-05,915758,185,204696944,1106469.96756757,1.30831891,115402453262.58667,88206669343.50616,2603077300218.58,0.000800310668771255,5.481761986428187,0.00032092,2.198155198137626,177.20558858999001,1213777.2207968463,23938939.775217302,2312.5,5.0098085898769105,15839567.168432193,2312.5,15839567.168432193,33.77339479,22.117424415239025,1,6849.54255932203,575.1192032658412,-59.9526014842553,16848198.58598108,20292093.75,14072747.79852169,221421,574790,498860.08477957,3416963381.84466,2.6144174285996096,17907.563445026288,0.024,164.3890214237287,1502740.99378477,10293088392.566662,0.05771669379557939,0.06802689659044504,0.06797692537570614,9285289984.0,4.460083647312038,12702253365.84466,14.0765964739303,17053344.38922904,6578592529.442817,18.540123134362986,838612714564,0.8167706547214884,58.378125514974165,7.710304049588412,4.807504463434498,12.449100687740478,16.654965284262445,41.621874485025835,33.91157043543742,29.10406597200292,16.654965284262445,131.36397833421478,52.141710735156785,0.06802689659044482,0.06797692537570614,0.06906019638246917,0.05771669379557939,112.23379596137684,61.029233669323375
2018-02-06,999753,170,181446458,1067332.10588235,1.48101152,130398654837.1814,88047022803.17204,2615858332416.11,0.00066533495194564,5.14879030703326,0.00031974,2.474354019665752,163.03034994998302,1261633.8328837636,22105953.9129441,2125.0,4.603027330853781,16444618.41430451,2125.0,16444618.41430451,30.45890532,24.945890606888376,1,7738.64395967271,656.2309939965695,-52.323870304663934,16850323.58598086,20292625.0,14074895.91244226,245035,679140,553215.00923698,4281133989.6320376,2.14114752767044,16569.578381775013,0.020908000000000003,161.79956790883702,1454138.9319421002,11253063462.198656,0.05836077584380458,0.07333990509117401,0.07012937513884314,13999800320.0,4.466741619685366,18280934309.63204,12.545143799463824,17706252.247188274,6596298781.690005,20.17686089679138,999506061009,0.7742468266636181,58.46557168849322,7.689369013131997,4.791579376508492,12.388087645264644,16.665392276601644,41.53442831150677,33.84505929837478,29.053479921866288,16.665392276601644,116.65223112526412,66.33944233233531,0.07333990509117379,0.07012937513884313,0.07009412666350362,0.058360775843804585,98.56456227449891,78.51345129622605
2018-02-07,804119,141,150936143,1070469.09929078,1.46484643,128490337875.27019,87715910429.80843,2874674234415.94,0.0005798777788050389,4.421333438772599,0.00031723,2.4187503954232286,120.42437807999201,918187.1578967215,20149017.2119133,1762.5,3.81740573076692,13438349.374061218,1762.5,13438349.374061218,46.15928405,24.61981483016945,1,7624.59538953828,623.6539854588323,-48.95639343290407,16852086.08598064,20293065.625,14074581.07899659,207672,542188,365085.51712973,2783629350.694538,1.7119195316005,13052.693767901708,0.02034259,155.10401792526747,928182.22699941,7077013928.631075,0.058213179672691434,0.07251966750486909,0.06957242693066949,9169280000.0,4.443712959408114,11952909350.694538,12.776410607513766,14356536.53195794,6610655318.221963,24.520421214568263,646607366161,1.1791692746722928,58.57908584731724,7.672585489214323,4.779435288433298,12.309949014484156,16.658944360550986,41.42091415268277,33.74832866346844,28.968893375035144,16.658944360550986,119.09198721596591,64.02274046961321,0.07251966750486889,0.06957242693066949,0.0699406613410561,0.058213179672691434,100.88115018440067,75.57998075558497
2018-02-08,753618,131,137457827,1049296.38931298,1.58085047,138513689945.96112,87619728875.43547,2874674234415.94,0.000506058428514276,4.159082110500193,0.00028928,2.3774710688205727,89.8096832499717,738108.1430681256,18720008.8990117,1637.5,3.54632314307786,13457926.144889688,1637.5,13457926.144889688,47.30838066,26.552741570585717,1,8218.58085184103,680.9609966752287,-42.84152330716695,16853723.58598053,20293475.0,14075418.25201836,177469,462530,356252.38804797,2927889054.8336864,2.1378078765377397,17569.746879028004,0.01507262,123.87554611907615,988800.277135,8126535023.956817,0.05832545219843813,0.07458710073174145,0.07028555590857376,9346750464.0,4.413502924375021,12274639518.833687,11.88330575586141,14196034.287957814,6624851352.509921,26.732082622376915,567940089924,1.4470858806499847,58.60111719139687,7.675826644669426,4.782818054432614,12.27388247551927,16.666355633981823,41.39888280860313,33.723056163933705,28.940238109501095,16.666355633981823,111.46601481755435,73.73171872425027,0.07458710073174125,0.07028555590857374,0.06993406074948201,0.058325452198438134,94.23954147458758,87.20947410442605
2018-02-09,781921,135,145271123,1076082.39259259,1.6660922999999999,145975503391.69894,87615495894.69336,2874674234415.94,0.000513169327741899,4.4442790840391755,0.00030528,2.64386323466679,91.7777684199725,794837.0927847486,19291612.2241723,1687.5,3.6542419336916696,14614515.227005394,1687.5,14614515.227005394,42.12480688,27.918056925528397,1,8660.45346785505,781.2451159034584,-40.961201466458796,16855411.08598012,20293896.875,14077536.48434909,178845,515266,400130.28744247,3465309735.4749756,1.76533739409802,15288.622356650394,0.01334326,115.55868233949154,909618.33770731,7877707287.221817,0.05834222926793005,0.07539512861734292,0.06962135505731673,6784820224.0,4.385090320430003,10250129959.474976,11.298481116493338,15409352.319790144,6640260704.829711,25.953906283979446,611400450241,1.416494453748161,58.62314853547649,7.679067800124539,4.786200820431907,12.237815936554398,16.67376690741267,41.37685146452351,33.697783664398976,28.911582843967068,16.67376690741267,106.61024990838179,81.2347168803903,0.07539512861734271,0.06962135505731672,0.06996651304461517,0.058342229267930035,90.10828965910055,96.11161748402336
2018-02-10,737187,143,147776319,1033400.83216783,1.64139497,143796839806.9395,87606482398.19276,2874674234415.94,0.00047061407935112404,4.01447589492295,0.00026321,2.2452583691494397,82.9716152600033,707772.1726544193,20434818.8744937,1787.5,3.87037915388057,15247898.388566628,1787.5,15247898.388566628,30.70210538,27.413181390231863,1,8530.292804792522,755.8964023664794,-35.311660512054175,16857198.585979503,20294343.75,14079020.17261889,176305,460467,549056.76269195,4683614952.213814,2.7903772396681,23802.734890197607,0.016287975,138.94119594714044,1284876.63641825,10960373926.68461,0.058222284663947625,0.0734990705268165,0.06938487106493665,7780960256.0,4.339516021017603,12464575208.213814,11.472273806820139,15955670.561221048,6656216375.390932,24.691155609219194,543444672969,1.5696708844690654,58.61883465991517,7.687250973422788,4.778288389777452,12.244476648856462,16.67114932802812,41.38116534008482,33.693914366662035,28.915625976884584,16.67114932802812,109.39838842107197,77.97457465241274,0.07349907052681631,0.06938487106493663,0.06935795769262014,0.05822228466394763,92.6553467419361,92.0647658742362
